metrics_path,task,backend,condition,model,model_label,passed,runtime_seconds,event_count,item_count,trace_id,conversation_id,remote_output
results/software-dependency-audit/fresh-cloud-openhands-claude-sonnet-4-5-20250929/no-skill/metrics.json,software-dependency-audit,cloud,no-skill,openhands/claude-sonnet-4-5-20250929,fresh-cloud-openhands-claude-sonnet-4-5-20250929,False,120.1,36,14,,,/workspace/project/output/report.json
results/software-dependency-audit/fresh-cloud-openhands-gemini-3-flash-preview/improved-skill/metrics.json,software-dependency-audit,cloud,improved-skill,openhands/gemini-3-flash-preview,fresh-cloud-openhands-gemini-3-flash-preview,True,85.3,21,3,,,/workspace/project/output/report.json
results/software-dependency-audit/fresh-cloud-openhands-gemini-3-flash-preview/no-skill/metrics.json,software-dependency-audit,cloud,no-skill,openhands/gemini-3-flash-preview,fresh-cloud-openhands-gemini-3-flash-preview,False,541.17,125,34,,,/workspace/project/output/report.json
results/software-dependency-audit/fresh-cloud-openhands-gemini-3-pro-preview/improved-skill/metrics.json,software-dependency-audit,cloud,improved-skill,openhands/gemini-3-pro-preview,fresh-cloud-openhands-gemini-3-pro-preview,True,299.95,37,3,,,/workspace/project/output/report.json
results/software-dependency-audit/fresh-cloud-openhands-gemini-3-pro-preview/no-skill/metrics.json,software-dependency-audit,cloud,no-skill,openhands/gemini-3-pro-preview,fresh-cloud-openhands-gemini-3-pro-preview,False,388.96,59,14,,,/workspace/project/output/report.json
results/software-dependency-audit/fresh-cloud-openhands-kimi-k2-0711-preview/improved-skill/metrics.json,software-dependency-audit,cloud,improved-skill,openhands/kimi-k2-0711-preview,fresh-cloud-openhands-kimi-k2-0711-preview,True,85.82,19,3,,,/workspace/project/output/report.json
results/software-dependency-audit/fresh-cloud-openhands-kimi-k2-0711-preview/no-skill/metrics.json,software-dependency-audit,cloud,no-skill,openhands/kimi-k2-0711-preview,fresh-cloud-openhands-kimi-k2-0711-preview,False,272.98,35,19,,,/workspace/project/output/report.json
results/software-dependency-audit/fresh-cloud-openhands-minimax-m2-5/improved-skill/metrics.json,software-dependency-audit,cloud,improved-skill,openhands/minimax-m2.5,fresh-cloud-openhands-minimax-m2-5,True,56.54,19,3,,,/workspace/project/output/report.json
results/software-dependency-audit/fresh-cloud-openhands-minimax-m2-5/no-skill/metrics.json,software-dependency-audit,cloud,no-skill,openhands/minimax-m2.5,fresh-cloud-openhands-minimax-m2-5,False,217.91,36,30,,,/workspace/project/output/report.json
results/software-dependency-audit/improved-skill/metrics.json,software-dependency-audit,docker,improved-skill,,,True,68.42,25,3,,,
results/software-dependency-audit/no-skill/metrics.json,software-dependency-audit,unknown,no-skill,,,False,181.42,61,13,,,
results/software-dependency-audit/openhands-claude-sonnet-4-5-20250929/improved-skill/metrics.json,software-dependency-audit,docker,improved-skill,openhands/claude-sonnet-4-5-20250929,openhands-claude-sonnet-4-5-20250929,True,74.28,28,3,,,/workspace/project/output/report.json
results/software-dependency-audit/openhands-claude-sonnet-4-5-20250929/no-skill/metrics.json,software-dependency-audit,docker,no-skill,openhands/claude-sonnet-4-5-20250929,openhands-claude-sonnet-4-5-20250929,False,283.09,85,29,,,/workspace/project/output/report.json
results/software-dependency-audit/openhands-gemini-3-flash-preview/improved-skill/metrics.json,software-dependency-audit,docker,improved-skill,openhands/gemini-3-flash-preview,openhands-gemini-3-flash-preview,True,26.62,21,3,,,/workspace/project/output/report.json
results/software-dependency-audit/openhands-gemini-3-flash-preview/no-skill/metrics.json,software-dependency-audit,docker,no-skill,openhands/gemini-3-flash-preview,openhands-gemini-3-flash-preview,False,44.01,35,25,,,/workspace/project/output/report.json
results/software-dependency-audit/openhands-gemini-3-pro-preview/improved-skill/metrics.json,software-dependency-audit,docker,improved-skill,openhands/gemini-3-pro-preview,openhands-gemini-3-pro-preview,True,243.88,39,3,,,/workspace/project/output/report.json
results/software-dependency-audit/openhands-gemini-3-pro-preview/no-skill/metrics.json,software-dependency-audit,docker,no-skill,openhands/gemini-3-pro-preview,openhands-gemini-3-pro-preview,False,434.32,67,13,,,/workspace/project/output/report.json
results/software-dependency-audit/openhands-kimi-k2-0711-preview/improved-skill/metrics.json,software-dependency-audit,docker,improved-skill,openhands/kimi-k2-0711-preview,openhands-kimi-k2-0711-preview,True,66.78,23,3,,,/workspace/project/output/report.json
results/software-dependency-audit/openhands-kimi-k2-0711-preview/no-skill/metrics.json,software-dependency-audit,docker,no-skill,openhands/kimi-k2-0711-preview,openhands-kimi-k2-0711-preview,False,166.03,39,22,,,/workspace/project/output/report.json
results/software-dependency-audit/openhands-minimax-m2-5/improved-skill/metrics.json,software-dependency-audit,docker,improved-skill,openhands/minimax-m2.5,openhands-minimax-m2-5,True,77.99,19,3,,,/workspace/project/output/report.json
results/software-dependency-audit/openhands-minimax-m2-5/no-skill/metrics.json,software-dependency-audit,docker,no-skill,openhands/minimax-m2.5,openhands-minimax-m2-5,False,270.84,43,29,,,/workspace/project/output/report.json
results/software-dependency-audit/release-cloud/improved-skill/metrics.json,software-dependency-audit,cloud,improved-skill,openhands/claude-sonnet-4-5-20250929,release-cloud,True,67.65,20,3,,,/workspace/project/output/report.json
results/software-dependency-audit/release-cloud/no-skill/metrics.json,software-dependency-audit,cloud,no-skill,openhands/claude-sonnet-4-5-20250929,release-cloud,False,87.76,82,30,,,/workspace/project/output/report.json
results/software-dependency-audit/release-local/improved-skill/metrics.json,software-dependency-audit,agent-server,improved-skill,openhands/claude-sonnet-4-5-20250929,release-local,True,76.37,25,3,,,/workspace/project/output/report.json
results/software-dependency-audit/release-local/no-skill/metrics.json,software-dependency-audit,agent-server,no-skill,openhands/claude-sonnet-4-5-20250929,release-local,False,180.85,53,14,,,/workspace/project/output/report.json
